X,Y,OBJECTID,StopID,EasyGo,Street,CrossStreet,Easting,Northing,Longitude,Latitude,Municipality,CreateDate,EditDate,Status,GlobalID
536787.6634,4812134.214,3849,12213,3153,Keats Way,McDougall Rd,536787.66341693,4812134.21399747,-80.54524804,43.46121303,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:35:50+00,Active,{B09A4E02-9050-4DAA-A420-8B122A11A585}
556113.7868,4803370.8278,3851,10384,1362,Elgin St N,Ferguson Ave,556113.7868,4803370.82775939,-80.30726198,43.38110998,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:44+00,Active,{D5EEDCA3-D9D8-4DCF-A7A4-6C5F1E0A0529}
533871.8257,4812234.6436,3855,12522,3455,Erbsville Rd,Columbia St W,533871.82567787,4812234.64355532,-80.58128504,43.46225497,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:36:59+00,Active,{45AC160E-A27B-4792-9279-A2905AB7CB41}
541870.4843,4808928.3265,3857,12114,3055,Hoffman St,Meinzinger Ave,541870.48429946,4808928.32654658,-80.48266501,43.43208004,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:30+00,Active,{04B52264-6070-4806-A1C2-773E08A85ED2}
544691.9236,4810185.3207,3858,11683,2628,Franklin St N,Dalewood Dr,544691.92361302,4810185.32068906,-80.44770304,43.44323498,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:10+00,Active,{40CE8388-FC6B-47A4-B50B-4E54283596E1}
539488.433,4810152.8373,3859,11751,2696,Belmont Ave W,Victoria St S,539488.43304506,4810152.83730096,-80.512007,43.44323498,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:23+00,Active,{23CCD5D2-7B57-4700-B0FC-F7DBC27CC003}
533143.8518,4813398.9404,3860,13255,4082,Laurelwood Dr,Birchmount Dr,533143.455,4813398.94,-80.590218,43.472771,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:39:38+00,Active,{9F9D122E-0541-4F0A-83E5-1CCD07092D64}
556298.3813,4805376.697,3861,10518,1490,Franklin Blvd,Bishop St,556298.3813,4805376.783,-80.30477,43.399157,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:10+00,Active,{487FED15-1D57-4511-9682-9A756F60D290}
544574.2966,4807841.3578,3862,11790,2734,Traynor Ave,Balfour Cres,544574.29664414,4807841.35779593,-80.44934798,43.42213697,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:30+00,Active,{88250B58-3460-4489-B445-19A9E6BD8110}
557002.4534,4804319.2554,3863,10362,1345,Sagniaw Pky,Cowan Blvd,557002.4534,4804319.25540446,-80.29619319,43.38958246,Cambridge,2014/04/04 18:40:35+00,2023/10/02 15:12:38+00,Active,{C5CABB2C-1DEF-465D-A77E-1C0BA38C994A}
553824.9218,4798959.4557,3864,11302,2254,Grand Ridge Dr,Mark Cres,553824.92180519,4798959.45568142,-80.33595001,43.34155803,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:53+00,Active,{E24131FA-4997-4EFA-B535-933278D9F114}
542306.9121,4811028.779,3868,11413,2361,Krug St,Samuel St,542306.91210052,4811028.77900556,-80.47711004,43.45096803,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:33:14+00,Active,{F2590856-EEE5-4E43-8B45-5C1018A459C3}
537416.1039,4814854.4503,3870,10179,1174,Hazel St,Blythwood Dr,537416.1039,4814854.45030123,-80.53729296,43.48567501,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:29:07+00,Active,{E08A2552-1A05-48E8-A605-EE69BCE46789}
542342.9217,4812097.8614,3871,11403,2352,Victoria St N,Edna St,542342.92170256,4812097.86139693,-80.47658198,43.46059201,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:33:12+00,Active,{15689210-108F-4AED-993A-A6A2D13472EE}
541714.5142,4809962.2261,3873,11806,2750,Courtland Ave E,Stirling Ave S,541714.5141546,4809962.22609932,-80.48451301,43.44139801,Kitchener,2014/04/04 18:40:35+00,2019/01/08 15:32:56+00,Active,{819E5E4C-1C88-4AB7-BF15-D01B99DABD93}
541369.8129,4803377.3784,3874,13868,3704,Huron Rd,Fischer-Hallman Rd S,541369.8129,4803377.3784,-80.48927097,43.38212663,Kitchener,2018/07/11 09:56:16+00,2019/01/08 14:41:41+00,Active,{52EA1299-B856-4DD2-B12A-DBE86C0663A6}
540331.162,4807511.8172,3876,12244,3183,Westmount Rd E,Ottawa St S,540335.28950011,4807500.38719951,-80.50173801,43.419307,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:57+00,Active,{42274B0C-C299-483B-BEB4-D5A4CDC03708}
544419.4067,4809333.3441,3879,11666,2611,Weber St E,Dellroy Ave,544419.40670488,4809333.34410643,-80.45113996,43.43558001,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:06+00,Active,{AF966523-67F0-4B89-85D4-7749EB44DD0B}
534688.7992,4813382.9498,3880,10118,1113,Fischer-Hallman Rd N,Laurelwood Dr,534688.7992,4813382.9498209,-80.57111299,43.47255701,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:28:55+00,Active,{5E29AEC4-2085-4630-9968-479F3AEBDC66}
551804.8961,4804246.3595,3881,10431,1408,Rose St,Lowther St S,551804.8961,4804246.35954742,-80.36036998,43.38930303,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:53+00,Active,{A0A76D06-58A8-4DAB-83A4-C3F834CCEAA3}
545915.4395,4802956.3078,3882,13908,2046,Doon South Dr,Robert Ferrie Dr,545915.4395,4802956.3078,-80.43319104,43.37807093,Kitchener,2018/07/11 10:36:24+00,2019/01/08 14:41:47+00,Active,{3830E112-CF27-4F87-934B-9C1140C85EF1}
541553.9346,4810097.5086,3883,11807,2751,Courtland Ave E,Madison Ave S,541553.93458278,4810097.50856297,-80.48648699,43.44262503,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:33+00,Active,{81965BC0-E44A-4BF0-AD57-60AFF2710719}
543495.3362,4811597.6432,3884,11422,2370,Krug St,Cambridge Ave,543495.33616384,4811597.6432149,-80.46237703,43.45602196,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:33:16+00,Active,{5B789ADE-C38B-4F44-AF12-7E733ED1B4CB}
540067.1429,4815710.776,3885,11877,2821,Lee Ave,Dunvegan Dr,540067.14288945,4815710.77599861,-80.50444696,43.49324799,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:34:46+00,Active,{DE5F0E11-A6A0-4537-A052-695F561832BA}
550416.4938,4804522.8333,3886,10608,1580,Preston Pky,Woods Lane,550416.49381958,4804522.833272,-80.37748596,43.39188697,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:29+00,Active,{540252E0-4083-4F6B-948A-D788EDD93D73}
547355.6776,4804294.2198,3887,10768,1736,Pinnacle Dr,Doon Valley Dr,547355.6776461,4804294.21980561,-80.41529696,43.39002801,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:04+00,Active,{CBF8FC58-6122-402A-9716-35A49F97D10E}
546322.2837,4804397.0089,3888,10861,1828,Old Carriage Dr,Homer Watson Blvd,546322.28370139,4804397.00888319,-80.428047,43.39101804,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:25+00,Active,{51CEF09D-5A92-462F-A52C-3CE9DA346B99}
541713.269,4811184.1174,3889,10091,1086,Frederick St,Weber St E,541713.269,4811184.11738688,-80.48443497,43.45240001,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:28:50+00,Active,{F37F511D-8034-405E-86DC-F089BE658A02}
541203.0222,4803911.8756,3890,13864,3700,Seabrook Dr,Fischer-Hallman Rd,541203.0222,4803911.8756,-80.49128976,43.38694849,Kitchener,2018/07/11 09:54:50+00,2019/01/08 14:41:40+00,Active,{080CD9CE-241C-4D1F-B24D-C1A904DD17E4}
543614.4804,4804928.9506,3891,10842,1809,Battler Rd,Old Huron Rd,543614.48036808,4804928.95060799,-80.46143702,43.39597,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:21+00,Active,{6B0287D4-8F90-46C9-892D-93E9D568E5EB}
541879.0105,4811308.0922,3894,10090,1085,Frederick St,Lancaster St E,541879.0105,4811308.09215218,-80.48237701,43.45350703,Kitchener,2014/04/04 18:40:35+00,2019/01/18 14:10:56+00,Active,{459F1BCC-D535-4E2C-8044-700DC9DCA7D2}
546047.359,4808532.1772,3895,10677,1646,King St E,Fairway Rd,546047.35900671,4808532.17718164,-80.43109301,43.42826802,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:30:44+00,Active,{C01F790B-8682-46E7-B9D5-AA7D9A9A16CC}
552772.8428,4804158.7774,3896,10425,1402,Bishop St S,Hamilton St,552772.8428,4804158.77737452,-80.34842804,43.38844699,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:52+00,Active,{D403CB9A-F7CD-4BB8-A3E0-AD26CF004899}
538371.8138,4808834.8013,3897,12234,3173,Highland Rd W,Fischer-Hallman Rd S,538372.008,4808834.433,-80.525896,43.431422,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:54+00,Active,{07943029-8B65-47B9-88F6-A5F9BACC9300}
547349.3201,4804276.8533,3898,10757,1725,Pinnacle Dr,Doon Valley Rd,547349.32010015,4804276.8533405,-80.41537696,43.38987204,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:02+00,Active,{6CF2E43D-83C9-4ECA-A72E-B622A4E80EFB}
553113.2147,4804198.0994,3901,10652,1621,King St E,Brower St,553113.21473815,4804198.09937065,-80.34422201,43.38877702,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:38+00,Active,{230EB0AB-428A-4769-B820-E6CB004BBFD1}
557243.5334,4807936.3985,3902,10275,1265,Winston Blvd,Cooper St,557243.5334,4807936.39845068,-80.29283804,43.422132,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:26+00,Active,{DC4433C4-BC1B-4F95-A7D4-C8F875BBBC6C}
536614.5984,4813610.3435,3903,13584,2531,Columbia St W,Hagey Blvd,536614.625,4813610.283,-80.547288,43.474512,Waterloo,2015/07/21 13:09:56+00,2019/01/08 14:40:41+00,Active,{B38BFC74-8140-40E2-867B-D1C14E1C1C3A}
554680.6671,4805276.7272,3906,10506,1478,Hespeler Rd,Sheldon Dr,554680.6671,4805298.55537601,-80.32479705,43.39857296,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:08+00,Active,{DC74BAEF-EA17-4500-8B70-C82021885BD0}
540697.1584,4807715.0235,3907,11925,2867,Ottawa St S,Howland Dr,540697.15837704,4807715.0235109,-80.49725202,43.42122004,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:54+00,Active,{F2B70FC3-B582-4B62-BBDA-583E163E5156}
535611.1051,4815861.4253,3909,10145,1140,Northlake Dr,Green Meadow Cres,535611.1051,4815861.42533438,-80.55954797,43.49483001,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:29:00+00,Active,{6607146B-C4B7-4EA0-8E33-08F0E8F07135}
541442.1127,4813725.4201,3911,11053,2015,Bridgeport Rd,Mackie Pl,541442.11268828,4813725.42011206,-80.48759302,43.47529696,Kitchener,2014/04/04 18:40:35+00,2022/07/28 11:36:07+00,Active,{F2B96748-3CDA-4945-9D5D-A765E6137A71}
538331.3514,4808195.6057,3912,12373,3309,Elm Ridge Dr,Hillbrook Cres ,538331.35143591,4808195.60568979,-80.52644302,43.425672,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:36:24+00,Active,{AEE7D22F-ED5B-4BBC-8F05-4A18D6124F69}
545000.4749,4804274.7838,3914,10784,1752,Bechtel Dr,Anvil St,545000.47486073,4804274.78376176,-80.44437699,43.38999798,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:08+00,Active,{D9E31A6D-1EE6-486B-9D21-535C72B4E176}
542696.0417,4811218.2604,3915,11415,2363,Krug St,East Ave,542696.04173869,4811218.26043716,-80.47228598,43.45265203,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:33:15+00,Active,{556808EB-94FE-4758-B7B0-5B0E186C410D}
535203.4965,4811626.1974,3916,12718,3695,Keats Way,Brynhurst Blvd,535203.49654831,4811626.19740277,-80.56486301,43.456715,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:56+00,Active,{41034F05-B1D2-4493-910C-C167B7B109F3}
538400.9051,4814028.9183,3918,11582,2529,Hickory St E,King St N,538400.90513254,4814028.91833588,-80.52517302,43.47819198,Waterloo,2014/04/04 18:40:35+00,2021/08/30 10:15:13+00,Detour,{3DEEED98-9592-4E4A-8F3A-00C4BCE70C59}
546167.3855,4804960.0243,3919,10751,1719,Green Valley Dr,Pioneer Dr,546167.38551629,4804960.02428304,-80.42991195,43.39609699,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:01+00,Active,{0C0739E4-F022-4B6E-B4EB-87BE6FC6E3A2}
555453.5915,4804650.7172,3921,10333,1318,Conestoga Blvd,Lena Cres,555453.5915,4804650.71724158,-80.31528196,43.39268297,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:35+00,Active,{95AC7884-EA66-4E97-9DD9-712F61BDEEF3}
546857.5815,4811254.7397,3923,13503,2042,Zeller Dr,Janet Crt,546847.688,4811255.019,-80.420848,43.452734,Kitchener,2015/07/13 16:04:16+00,2019/01/08 14:40:30+00,Active,{D73DF0D1-5791-49D9-9A87-670D3EF0F80B}
540610.7089,4815675.6032,3924,12696,3673,Bridge St W,Crimson Cres,540610.70894544,4815675.60315794,-80.49772698,43.49290197,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:51+00,Active,{C7601189-42A5-44D0-BDD9-E238D6C89DFB}
542637.084,4805834.7362,3925,10837,1804,Strasburg Rd,McIntyre Dr,542637.08395198,4805834.73623794,-80.47343504,43.40418196,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:20+00,Active,{5E68DD6E-64C5-40D8-8C19-9FC79735DF74}
536656.4308,4807076.0336,3929,12393,3329,Highview Dr,Sugar Maple St,536656.43080496,4807076.03357546,-80.54720997,43.41567503,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:36:28+00,Active,{42F78325-F384-455F-A492-472B59E7A597}
549179.6,4806545.8998,3930,13335,1572,Sportsworld Station,Stop 1572,549179.389,4806546.049,-80.392578,43.410186,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:39:46+00,Active,{45E22E64-C5EE-4FDA-8CC4-EE727DB94CEC}
544301.2767,4809204.2904,3934,11658,2603,Fourth Ave,Kingsway Dr,544301.27673949,4809204.29037495,-80.45261002,43.43442501,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:05+00,Active,{0AC486E2-2E2E-4A22-BBED-0BA40AD949F9}
540478.2543,4805992.3733,3935,12061,3002,Max Becker Dr,Fischer-Hallman Rd,540477.911,4805992.323,-80.500088,43.405721,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:19+00,Active,{22692132-243C-45D6-8D4B-4AE675E4F5EF}
546372.8637,4810823.0709,3936,10065,1061,Oldfield Dr,Springmount Dr,546372.8637,4810823.07087685,-80.42687699,43.44887503,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:28:46+00,Active,{117940FB-35CF-4061-8964-8F4CAB20BF2C}
552250.3603,4805557.2836,3941,12592,3522,Laurel St,North St,552250.3603,4805557.2836,-80.35474499,43.40107556,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:37:18+00,Active,{A7114DB3-26B6-45C3-B7C0-59462B66FD7C}
542206.3381,4810246.3104,3945,13799,1386,Charles St E,Stirling Ave S,542206.338,4810246.416,-80.478414,43.443929,Kitchener,2017/08/24 10:33:20+00,2019/01/08 14:41:22+00,Active,{42A7D1EC-041D-4D7A-9ADC-537466E71CAC}
540340.4349,4817692.8725,3946,12665,3595,New Bedford Dr,Eastbridge Blvd,540340.43490695,4817692.87254859,-80.50092,43.51108,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:35+00,Active,{133C0FE8-D67A-4FAF-9142-CC780D11FFFB}
535403.5242,4826324.6056,3948,12844,3813,Arthur St S,Oriole Pky,535403.52423924,4826324.6055843,-80.56143295,43.58905004,Woolwich,2014/04/04 18:40:35+00,2019/01/08 14:38:21+00,Active,{17160A2F-002B-4562-AB5A-C38FC4EDB6F3}
552918.2747,4804309.0768,3956,10619,1591,King St E,Bishop St,552918.27473315,4804309.07678152,-80.34661801,43.38979002,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:31+00,Active,{A09BAD99-4537-4C17-9479-C722831E2F47}
537539.033,4817098.8035,3958,10227,1220,Northland Rd,Bathurst Dr,537539.033,4817098.80346964,-80.53561797,43.50587703,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:29:18+00,Active,{CC16991F-354F-4D54-8CC6-4900509B5059}
541783.3175,4810521.5123,3959,11978,2920,Charles St E,Cedar St,541783.31747941,4810521.51225824,-80.48361998,43.44643,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:04+00,Active,{7A7A2789-A07D-4F18-A352-C580A5F32F05}
547237.5394,4808731.6566,3960,10680,1649,Morrison Rd,Morrison Park,547237.53943487,4808731.65657819,-80.41637202,43.42999002,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:30:44+00,Active,{0707DB1F-44A5-4A9E-AE91-E81ECA8FC68F}
534528.3103,4811523.0784,3961,12715,3692,Keats Way,Keatswood Cres,534528.31032566,4811523.07839235,-80.57321503,43.45581795,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:55+00,Active,{73060C06-B8E1-4EC2-8EB9-F4A78A7F490D}
555655.3013,4800691.1832,3962,10549,1521,Ainslie Terminal,Stop 1521,555655.3013,4800691.18319329,-80.31319398,43.35701699,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:17+00,Active,{0F5D13A5-7157-4EB2-A081-B97B10E60303}
537468.8156,4814775.4682,3964,10164,1159,Hazel St,Tamarack Dr,537468.8156,4814775.4682,-80.53664656,43.48496122,Waterloo,2014/04/04 18:40:35+00,2019/01/18 14:13:01+00,Active,{955CAD1F-378C-467E-8BAA-B2812A1B412E}
537446.1518,4816981.6673,3966,11137,2090,King St N,Nothland Rd,537446.15180488,4816981.66731236,-80.536775,43.504827,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:32:20+00,Active,{6C79D53D-8655-4622-893E-699231CA7680}
555585.6185,4800459.4341,3967,10551,1523,Ainslie St S,Walnut St,555585.6185,4800459.711,-80.314075,43.354938,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:44:36+00,Active,{F55A3006-3171-4EFD-88F5-BC02443F2044}
557243.8819,4806479.2756,3970,13111,3977,Fleming Dr,Sheldon Dr,557243.88193043,4806479.2756406,-80.2929864,43.40901241,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:39:05+00,Active,{0F61B3DB-D1D6-469D-8D95-E2490F9FE57D}
550375.413,4805121.7114,3972,10664,1633,Preston Pky,Parkview Cres,550375.41302329,4805121.71137209,-80.37793802,43.39728199,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:40+00,Active,{3190AC0D-2020-4F54-9F0E-7B77D99C1DA4}
545000.3017,4810820.0915,3973,10699,1668,Stanley Park Mall,Stop 1668,545000.301698,4810820.09148331,-80.44383995,43.44893196,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:30:49+00,Active,{7A8CCAFD-5F3A-4749-BAAC-843B2EE3635A}
543461.6968,4807900.7418,3974,13401,6015,Block Line Station,ION platform - Southbound,543461.913,4807900.259,-80.463085,43.422733,Kitchener,2015/01/26 12:26:59+00,2019/01/08 15:00:29+00,Active,{2D6ECE20-73BA-4691-BDDC-31F8B2D9F097}
542462.775,4807259.4462,3975,12103,3044,Country Hill Dr,Block Line Rd,542462.7750494,4807259.44624234,-80.47547696,43.41702003,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:27+00,Active,{D828668E-B912-4669-B8D0-80A197191A5E}
538641.0701,4814623.7288,3976,12788,3772,Columbia St E,Weber St N,538641.544,4814623.569,-80.522155,43.483534,Waterloo,2014/04/04 18:40:35+00,2019/01/18 13:13:20+00,Active,{5445D505-3491-4911-A967-64EE8BFB6436}
535135.2151,4810028.4313,3977,12974,3904,Ira Needles Blvd,Thorndale Dr,535135.244,4810028.348,-80.56581,43.442331,Waterloo,2014/04/04 18:40:35+00,2019/01/08 15:34:39+00,Active,{D1DA00A9-DD75-43C2-8AB2-9F33A50E3DAB}
538626.138,4810136.6265,3978,12987,3917,Westmount Rd W,Chopin Dr,538626.13797951,4810136.62654692,-80.52266391,43.44313399,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:56+00,Active,{35CD2E23-E53F-4F74-8A60-1B04F93877D6}
536559.872,4813412.8337,3979,11571,2518,Ring Rd,University of Waterloo - University Club,536559.87196825,4813412.83373812,-80.54797802,43.47273698,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:33:48+00,Active,{C3E35FA7-B37F-498F-B1ED-9B0E4CAB5CE3}
538522.7705,4813098.3677,3982,11589,2535,King St N,Central St,538522.7704654,4813098.36774676,-80.52373201,43.46980701,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:33:52+00,Active,{800F841E-59C4-4EE2-B561-54326A6D2F16}
555719.3138,4809291.4026,3983,10313,1300,Guelph Ave,Sheffield St,555719.3138,4809291.4026435,-80.31152797,43.43444702,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:32+00,Active,{FF29BCBB-7931-48D8-BB47-CF35B1BC30DE}
537106.694,4813560.0553,3984,13726,1260,University of Waterloo Station,Platform 3,537106.927,4813559.907,-80.541204,43.474034,Waterloo,2016/11/29 11:25:35+00,2022/02/03 11:22:39+00,Active,{20633927-85F0-4BFB-9230-9D087F30D150}
537841.6148,4809244.4799,3985,12272,3210,Victoria St S,Oprington Dr,537841.588,4809244.401,-80.532421,43.43514,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:36:02+00,Active,{F34D3225-5E8B-43A9-B1C5-73653D96A8E4}
544472.0947,4807179.257,3986,10891,1858,Manitou Dr,Cress Lane,544472.14,4807178.888,-80.450664,43.416178,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:32+00,Active,{726F7307-91F5-45CF-8341-57DF98321957}
538587.5897,4810481.0893,3987,12988,3918,Westmount Rd W,Westwood Dr,538587.406,4810481.488,-80.523118,43.446241,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:57+00,Active,{F129E26A-50AB-4A56-AEED-CEA2644AE447}
540383.1731,4807223.1336,3989,12245,3184,Westmount Rd E,Laurentian Dr,540383.17311794,4807223.13363367,-80.50116702,43.41680801,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:57+00,Active,{4671ED87-8D71-4AE7-8CC0-773C80974752}
537141.3227,4813575.253,3990,13728,1262,University of Waterloo Station,Platform 3,537141.323,4813575.518,-80.540778,43.474173,Waterloo,2016/11/29 13:28:00+00,2022/02/03 11:22:50+00,Active,{3F0C6DDA-DAC8-4A60-848C-9A7295017BDD}
539459.8694,4808022.5309,3991,12154,3095,Greenbrook Dr,Birchcliffe Ave,539459.86944042,4808022.53091866,-80.51251397,43.42405504,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:39+00,Active,{0C871F26-0D9F-4952-9BC3-8196AC1BCB28}
525143.4961,4802477.6703,3993,13693,7030,Morningside Cir,Postal Pick Up #5,525143.464,4802477.743,-80.68963,43.374745,Wilmot,2016/07/08 09:59:52+00,2019/01/08 14:41:02+00,Active,{D989DA48-5C9A-4200-9D4E-F956B23AC405}
542086.8635,4808910.5702,3994,12113,3054,Hoffman St,Ottawa St S,542086.86349963,4808910.57016085,-80.47999299,43.43190804,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:29+00,Active,{5D2DB9D9-FBDA-4627-B484-3926EE8E95EA}
535734.0388,4810715.6839,3995,11024,1986,Westvale Dr,Heather Hill Pl,535733.925,4810715.768,-80.558366,43.448492,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:31:58+00,Active,{898B447C-B39D-478A-B9FB-70752FF7CD01}
547133.5427,4811312.5885,3996,13490,2019,Zeller Dr,Wild Meadow St,547133.237,4811312.539,-80.417438,43.453235,Kitchener,2015/07/13 14:52:04+00,2019/01/08 14:40:27+00,Active,{F6FB33B3-10EA-4859-BEB5-ADEBB8FC5CCD}
522931.0982,4803599.0059,3998,13687,7014,Hincks St,James St (Flex Stop),523069.695,4803939.543,-80.715167,43.387974,Wilmot,2016/07/08 09:41:30+00,2019/01/08 14:41:01+00,Active,{2E73FB8F-6A10-4A42-8980-623D196593FD}
540997.3483,4810429.281,3999,11761,2706,Queen St S,Courtland Ave E,540997.34833864,4810429.28103164,-80.49333995,43.445643,Kitchener,2014/04/04 18:40:35+00,2019/01/09 09:22:26+00,Active,{F36D6EEC-68F8-446A-9493-014B7F75704F}
541368.6113,4814848.674,4000,11061,2023,Bridge St W,Bridle Trail,541368.788,4814848.424,-80.488414,43.485413,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:32:07+00,Active,{6330A476-25A4-4E6A-84A9-3DA1746AE00F}
536043.5914,4820626.8254,4001,12861,3830,King St N,Cedar St,536043.59141103,4820626.82535099,-80.55388298,43.53771695,Woolwich,2014/04/04 18:40:35+00,2019/01/08 14:38:23+00,Active,{2D4E2373-8BDC-43E2-A331-ACDF74FF59E0}
537759.0074,4813478.0905,4003,11729,2674,University Ave W,Sunview St,537759.00738332,4813478.0904553,-80.53314801,43.47326499,Waterloo,2014/04/04 18:40:35+00,2019/01/18 11:57:35+00,Active,{6C096FF9-A104-4FC8-BA9C-846F4806F47D}
544981.2703,4807703.6758,4005,10887,1854,Fairway Rd S,Wilson Ave,544981.27028937,4807703.6758207,-80.44433197,43.42087296,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:31+00,Active,{44283C04-1490-4136-82D2-247869F3B696}
544953.523,4809122.1971,4006,10905,1872,Weber St E,Emmanuel Village Homes,544953.52302331,4809122.1970848,-80.44455794,43.43364698,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:35+00,Active,{B58168C5-79A3-4872-A6BE-E6B97360BBEE}
554148.1589,4805487.4369,4007,10448,1424,Langs Dr,Industrial Rd,554148.1589,4805487.43692971,-80.33131697,43.40031204,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:57+00,Active,{59C30709-57E1-4F61-B37D-2A9E52BA7C9C}
553121.642,4805238.0477,4008,10444,1420,Langs Dr,William G. Davis Public School,553121.642,4805238.04769217,-80.34401697,43.39813999,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:56+00,Active,{E7D8E8E4-9F9B-45CC-85EC-40B05A446A52}
557132.2722,4804868.9628,4009,10375,1354,Green Vista Dr,Whittaker Cres,557132.2722,4804868.96281833,-80.29453303,43.39452204,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:42+00,Active,{827F0594-A6F8-4273-8E6E-B66AAFA45A3D}
557494.7792,4799115.1034,4010,11338,2289,Myers Rd,Cheese Factory Rd,557494.7792,4799115.1034,-80.29066115,43.34268765,Cambridge,2014/04/04 18:40:35+00,2019/03/19 13:31:14+00,Active,{53AE447C-381C-4C43-B4C8-964EA3867460}
535526.3709,4809265.2936,4012,13180,4003,The Boardwalk Station,Stop 4003,535526.688,4809265.135,-80.561022,43.43544,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:39:20+00,Active,{B94C8E99-340B-41AD-95FC-AC739EAD54C7}
